,University,Abbreviation,Department,Course_title,Professor,Prerequisite,Scores,Description,University_Homepage,Course_Homepage,Unitcode,Teaching_period,Unit_level,Credit_rating,Available_as_a_free_choice_unit
1219,The University of Manchester,UOM,Linguistics & English Language,Experimental Phonetics,Wendell Kimper,Phonology,Reading Reports20%Practice Excercises (Portfolio)30%Group Project50% ,"This course unit is a hands-on exploration of the production and perception of speech sounds, witha focus on experimental methodology. We’ll cover the basic principles governing the relationship between articulation and acoustics, looking at the source of sound waves in the larynx and how that sound source is shaped by the vocal tract. Students will learn how to measure a variety of acoustic properties of speech, and how those measurements can be used as a tool to investigate questions in phonology, sociolinguistics, and second language acquisition. We’ll also explore how speech sound are perceived, and what factors influence the relationship between the acoustic signal and what the listener hears.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA32022,LELA32022,Semester 2,Level 3,20,Yes
1220,The University of Manchester,UOM,Linguistics & English Language,Quantitative Methods in Language Sciences,Andrea Nini,,Blackboard quizzesN/A (formative)Coursework (analysis report)50%Exam50% ,"This course aims to familiarize students with the basic concepts of statistics through hands-on practice. Topics covered in the course include distributions of data, basic principles of probability, describing and visualizing quantitative data, and interpreting quantitative data through hypothesis testing.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA32011,LELA32011,Semester 1,Level 3,20,Yes
1221,The University of Manchester,UOM,Linguistics & English Language,Romance Linguistics,Delia Bentley,"None. Students who are able to read one Romance language fluently will have access to a wider range of sources. However, there are sufficient sources in English for any student to take the course.",20-minute presentation (ideally starting in week 7 - this will depend on the number of takers)40%Report (to be submitted in week 13)60% ,"This course unit introduces students to the typology and classification of the Romance languages and to their principal grammatical structures vis-à-vis the structures of English and other Indo-European and non Indo-European languages. Particular emphasis is placed on smaller and lesser-known Romance languages, their relation to a major Romance language, their distinct structural properties, and their sociolinguistic and political status. Students will “adopt” a smaller or lesser-known Romance language. They will conduct independent research on this language, investigating, on the one hand, its status in the linguistic community and, on the other hand, one feature of its grammar or a cluster of such features. In addition to traditional academic resources, students will be allowed to use social media to investigate the structures and the status of their adopted language. Students will develop a critical understanding of the principal typological properties of Romance in comparison with other language types and language families. Students will also become familiar with issues in linguistic identity, language documentation and description, and dialectology. This course unit is not only recommended for students who love the Romance languages, but also for those who have an interest in typology, linguistic identity, and dialectology. Students who are able to read a Romance language fluently will have access to a wider range of sources. However, there are sufficient sources in English for any student to take the course.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA32001,LELA32001,Semester 1,Level 3,20,Yes
1222,The University of Manchester,UOM,Linguistics & English Language,Attitudes to Language in the English-Speaking World,Marije Van Hattum,,Individual blog on attitudes to language50%Argumentative essay on local language use in the UK education system50% ,"This course introduces the key concepts and issues involved in the study of attitudes to languages and language varieties. It will enable you to develop a critical understanding of the ways in which beliefs about language are expressed in various types of discourse in the past and present and where these beliefs come from. We will, for example, discuss the attitudes of Jonathan Swift in his ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA31481,LELA31481,Semester 1,Level 3,20,Yes
1223,The University of Manchester,UOM,Linguistics & English Language,Forensic Linguistics in English,Andrea Nini,Stylistics of English,"Group presentation - Students will present on two tasks involving the analysis of real-life data about topics explored in class.10% (5% for each presentation)Mock exam - This is a Blackboard quiz that students can take around week 6 to test their knowledgeN/A (formative)Portfolio - ""Choose two case studies from the ones we have covered in the seminars that you have not presented on and write down a report for each of them including a description of the probem, your methodology, your results, and a critical discussion.""60%Exam - The final exam is a short open question exam that will mainly test knowledge of the literature, theories and methods explored in the unit.30% ",,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA31632,LELA31632,Semester 2,Level 3,20,Yes
1224,The University of Manchester,UOM,Linguistics & English Language,Topics in Language Development,Thea Cameron-Faulkner,Psycholinguistics,Written research report45%Written xam 55%Written research report planNA (formative) ,"The study of child language development is a fascinating area of research with implications for both  linguistic theory and applied contexts. In this course we will focus on four specific aspects of child language development in depth: the acquisition of syntax, the role of the environment and interaction in language development, language development and education, and atypical language development. We will discuss and evaluate competing theories of language development and critically evaluate current research within the four areas outlined above. The course will contain a practical component in which you will have the opportunity to use child language research tools to conduct your own research on corpus data. The analysis will involve quantitative data and statistical analysis.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA30671,LELA30671,Semester 1,Level 3,20,Yes
1225,The University of Manchester,UOM,Japanese Studies,Core Themes in Animated Film and Visual Culture of Postwar Japan,Sharon Kinsella,,"Solo class presentation posted on to Blackboard via Voicethread           20%Essay                                                                                                        50%                                 Fictional Animated Film plan and explanation                                           30% (15% Animated Film Plan                                                                                                                             submitted on VoiceThread, 4-6                                                                                                                             slides                                                                                                                             15% Explanation of Animated Film                                                                                                                                              Plan, submitted on Turn-it-in) ","This course will introduce students to the most influential and canonical works of Japanese animation and several related live action films that can be closely connected to the evolution of the themes of animation. Students will explore core themes developing in and through animation: nationalism, race, and the recovery of postwar identity; mutant bodies and youth under pressure; the heroic shojo (girl), technological interface and human evolution; apocalyptic visions; and environmentalism. Each week there will be full screenings of film or animation OVA (film length versions) followed by discussion of the film in relation to readings. The course begins with the early origins of postwar animation and ‘monster film’ in the 1950s and traces its development and expansion into a major media particularly from the 1980s to the 2000s.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/JAPA20131,JAPA20131,Semester 1,Level 2,20,Yes
1226,The University of Manchester,UOM,Linguistics & English Language,Historical Syntax,Richard Zimmermann,"No formal prerequisite, but some background knowledge of either historical linguistics or syntax or both is desirable in order to get the most out of this course – if in doubt, please consult with the course convenor.","  Assessment taskLengthFormative orSummativeWeighting within unit (if summative)Weekly exercises (corpus strategies) to be discussed with peers and assessed by the lecturer in the tutorialN.A.FormativeN.A.Essay-based exam1.5 hours Summative40%Corpus-based research report4,000 wordsSummative60% ","Syntax is often thought of as being one of the more stable areas of any language. Nevertheless, syntactic change frequently occurs. This course aims to provide students with the means to investigate it, drawing for the most part on data from the history of English. Key questions include: How do we analyse the syntax of dead languages without access to judgement data? Why does syntax change? Is syntactic change a ‘random walk’, or does it follow fixed pathways?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA30962,LELA30962,Semester 2,Level 3,20,Yes
1227,The University of Manchester,UOM,Art History and Cultural Practices,"Surrealism, Gender, Sexuality",Charles Miller,,Plan for Essay 0%Essay 140%Essay 260% ,"This course addresses issues of gender and sexuality in surrealism and its legacies. Surrealism put sexual desire at the centre of its revolutionary practice. It can legitimately claim to have been the very avant-garde of the modern discourse of sexuality in France, pioneering the reception of psychoanalysis, while valorising sexual perversion and pathology. The heterosexist structure of orthodox surrealism is evident in its cult of ‘woman’, and its leader’s (selective) repudiation of male homosexuality. We will interrogate and critique that structure, considering its (and our own) historicity, while examining how surrealist visual and textual production put at risk or ‘queered’ normative masculinity. We will see how women artists and writers appropriated and critically redeployed surrealist tactics. In order to pursue these topics we will acquaint  ourselves more generally with the history and theory of gender and sexuality in modern Europe, making use of psychoanalytic, feminist, and queer-theoretical perspectives.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP23711,AHCP23711,Semester 1,Level 2,20,Yes
1228,The University of Manchester,UOM,Art History and Cultural Practices,Art of Fourteenth Century Italy,Cordelia Warr,,Written exam50%Written assignment (inc essay)50%,"This course introduces students to the visual culture of fourteenth-century Italy. This was a period of great change. Art and society were influenced by commerce from Europe and Asia. Religious orders flourished and provided the impetus for massive schemes of building and painting. Painters and craftsmen were supported by a newly rising merchant class eager to commission works of art for their homes and for local churches. The rulers of the various Italian states also used art to demonstrate their power and knowledge. This resulted in remarkable works, in which artists engaged in different ways with the world around them.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP23921,AHCP23921,Semester 1,Level 2,20,Yes
1230,The University of Manchester,UOM,Art History and Cultural Practices,Art in Britain,Colin Trodd,,Essay Plan0%Essay 140%Essay 260% ,The course  is concerned with the unique cultural and social structures that shaped artistic vision in,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP20222,AHCP20222,Semester 2,Level 2,20,Yes
1231,The University of Manchester,UOM,Art History and Cultural Practices,Art in Theory,Charles Miller,,Essay Plan0%Essay 140%Essay 260% ,"Art in Theory aims to provide a toolkit of concepts or discursive operations for contemporary students of art history. These concepts or operations might include: mimesis; iconography; space; biography/autobiography; the author; beauty/taste; the sublime; dialectic; the fetish; animism; the uncanny; aura; the sign; coloniality; race; gender; sexuality; globalisation; neoliberalism; ecology. At every level of the course, but in particular in seminar work, our thinking will respond to the urgent imperative to decolonise art historical practice.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP20431,AHCP20431,Semester 1,Level 2,20,Yes
1232,The University of Manchester,UOM,Art History and Cultural Practices,Art and the Early Modern Body,Rebecca Whiteley,,Other20%Written exam40%Written assignment (inc essay)40%,"The body was of great concern in the early modern world, whether one was thinking about health, religion, geography or identity. It was, for instance, newly centralised in the ‘high’ arts of oil painting and sculpture from the Renaissance, as the study of life models and anatomy formed part of the artist’s training. ‘Likeness’ and the body’s features were also crucial to the development of the portrait, and notions of identity. Representations of the body were of great importance in rapidly expanding fields of knowledge, from medicine and anatomy to global exploration. Finally, images of holy and profane bodies were points of deep anxiety and contention in the period’s religious upheavals.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP20132,AHCP20132,Semester 2,Level 2,20,Yes
1233,The University of Manchester,UOM,Art History and Cultural Practices,European Art History Fieldtrip,Anthony Gerbino,,Presentation40%Essay Plan0Essay60% ,"Engagement with the artwork (painting, sculpture, building, mosaic, textile etc.) and the history of its collection and display is central to the study of art history.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP20702,AHCP20702,Semester 2,Level 2,20,No
1234,The University of Manchester,UOM,Art History and Cultural Practices,Art in South Asia,Emilia Terracciano,,Plan and indicative bibliography Essay 10%Essay 140%Oral presentation20%Essay 240% ,"What do violent histories of colonial subjection  tell us about ongoing struggles for and against globalization? This lecture-based course examines how artists, and visual art creators make sense of the complex phenomenon of globalization in South Asia in the twentieth and twenty-first centuries. It explores how art has become a tool for political expediency, reflection and intense scrutiny. We look at how artists contribute to, disrupt, or subvert discourses and practices, and place their contributions in political, social and economic contexts. Specifically, we analyze art produced from  the 1980s, a period of economic and societal liberalization, when former colonial countries opened to the world after experiences of Third World utopianism. This was a time of self-criticism and re-appraisal, when artists felt that nationalism had fundamentally constrained their practice. Moreover, they confronted new threats posed by the surge of corporate monopolies, the growth of the militant right and challenges to secularism posed by fundamentalism. The tensions between the modern powerhouse economy, manual forms of labour, and environmental exploitation became focal points of analysis, with artists engaging critically with their predecessors.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP20802,AHCP20802,Semester 2,Level 2,20,Yes
1236,The University of Manchester,UOM,Economics,Computing for Social Scientists,Robert O'Neill,,35%      Integrated Word/Excel project35%      Excel solver assignment30%      Exam,"This unit aims to develop students’ intellectual, practical and transferable computing skills.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10151,ECON10151,Semester 1,Level 1,10,Yes
1237,The University of Manchester,UOM,Alliance Manchester Business School,Fundamentals of Financial Reporting A,Nooch Kuasirikun,Aims,Online assessment (5 tests) counting for 20% of the final grade.A closed-book examination in January counting 80% of the final grade. ,Topics studied are as follows:,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/BMAN10621A,BMAN10621A,Semester 1,Level 1,10,No
1238,The University of Manchester,UOM,Economics,An Introduction to Development Studies,Nicholas Weaver,,"Final Exam - 100%: Involving ""critically"" reviewing of one of a list of booksFor information about feedback please follow this link:",To provide students with an understanding of how social scientists in general and economists in particular have studied and analysed the development process.  As well introduction the meaning and measurement of development we also look at a series of “big” books that examine key themes in development studies,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10002,ECON10002,Semester 2,Level 1,10,Yes
1240,The University of Manchester,UOM,Alliance Manchester Business School,Fundamentals of Management Accounting,Sung Hwan Chai,Fundamentals of Financial Reporting A,A closed-book examination in the summer periodDuration 1.5 hoursConducted under examination conditions,Topics studied are as follows:,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/BMAN10632,BMAN10632,Semester 2,Level 1,10,Yes
1241,The University of Manchester,UOM,School of Social Sciences,Introduction to Mathematical Economics,Horst Zank,Advanced Mathematics,70% Exam15% Coursework15% Coursework ,Prepare Students for the study of intermediate and advanced topics in Mathematical Economics. This unit is to introduce students to those mathematical techniques that are required in the study of advanced economic theory,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10192,ECON10192,Semester 2,Level 1,10,Yes
1242,The University of Manchester,UOM,Art History and Cultural Practices,Rococo to Now: Artworks in History,Luke Skrebowski,,Critical Literature Review40%Essay plan with indicative bibliography0%Essay60% ,The course unit uses in-depth analyses of individual artworks to introduce students to key methods and concepts of art historical understanding. Each lecture is focused on the detailed exposition of one artwork and the critical debates surrounding its interpretation. The lectures as a whole are arranged chronologically from the 18,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/SALC10042,SALC10042,Semester 2,Level 1,20,Yes
1243,The University of Manchester,UOM,School of Social Sciences,Macroeconomic Analysis 2,Patrick Macnamara,Advanced Mathematics,"10% Quizes, MCQ and written throughout the term70% Exam20% Mid-term test",This unit aims to:,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10182,ECON10182,Semester 2,Level 1,10,No
1244,The University of Manchester,UOM,Alliance Manchester Business School,Financial Decision Making,Arif Khurshed,Aims,Written exam100%,1. Introduction to finance,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/BMAN10522,BMAN10522,Semester 2,Level 1,10,No
1245,The University of Manchester,UOM,School of Social Sciences,Macroeconomic Analysis 1,Xiaobing Wang,Advanced Mathematics,10%      Assignments70%      Exam20%      Mid-term test ,"The unit aims to: (i) provide an introduction to macroeconomics; (ii) cover the preparatory material for more specialist courses in economics in the second and third years; (iii) provide key employability skills, such as the ability to describe recent key macroeconomic events and global issues to a non-economist.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10181,ECON10181,Semester 1,Level 1,10,No
1246,The University of Manchester,UOM,School of Social Sciences,"Principles of Microeconomic Theory 2: Markets, Prices and Strategy",Agnes Kovacs,Advanced Mathematics,80% Exam20% Online Test (x2 10% each) ,The aims of this course are: to provide a further introduction to the fundamental concepts and techniques of microeconomic analysis and expose students to a range of applications.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10172,ECON10172,Semester 2,Level 1,10,No
1247,The University of Manchester,UOM,School of Social Sciences,"Principles of Microeconomic Theory 1: Consumers, Welfare, Production and Costs",Craig Webb,Advanced Mathematics,70%      Exam30%      Mid-term test ,This unit is an introduction to Microeconomic Theory with calculus. Topics include consumer ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10171,ECON10171,Semester 1,Level 1,10,No
1248,The University of Manchester,UOM,Economics,Applied Economics,Prasenjit Banerjee,Available to BSc Economics students ,"25%      Project: Written project60%      Exam: Final Exam, short multiple choice questions15%      Mid-term Exam: multiple choice questions ",The course will provide an introduction how economists use statistics and econometrics to test and interpret economic theories. The aim is to allow students to perform economic analysis using real-world data and standard statistical packages. This will help prepare students for more advanced courses in econometrics and applied economics.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10162,ECON10162,Semester 2,Level 1,10,No
1249,The University of Manchester,UOM,Economics,Advanced Statistics,Simon Peters,Advanced Mathematics,"10% Open Assessment Coursework(s)90% Final Exam. Format TBDThe criteria used by Economics in the assessment of examinations and coursework can be found on the  in your programme handbook (BSc Economics, BA(ECON) ","Introduction to fundamental methods of statistics, which are the basis of techniques widely used in the analysis of economic and social data. The module is designed for students who have Maths A-Level or equivalent.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10072,ECON10072,Semester 2,Level 1,10,Yes
1250,The University of Manchester,UOM,Economics,Studying Economics,Ralf Becker,This course unit if for BSc Economics students ,Personal Development Plan (PDP)       Weighting: 20%      Length: Variable.      Structure: to be confirmed.You Are What You Read (YAWYR)       Weighting: 20%      Length: several short written pieces.        Structure: to be confirmed Essay.         Weighting: 60%.     Length: 1500 words.            Structure: to be confirmed,"“Studying Economics” is a unique module in your Economics degree in that its aim is to provide a broad base upon which Economics can be more effectively learned. As such there is little economic “content” per se. Rather the module is designed to provide a set of skills and wider context to students so that they might gain a more holistic appreciation of their studies. There are two main aims of ECON10011. The primary aim is to introduce students to Economics as a lens through which to understand what Marshall called [hu]mankind in the ordinary business of life”, what economists actually do and the skills we use to communicate our ideas to each other and the wider world. The secondary aim is to get students started on the path towards using Economics in their professional lives upon graduating. Thinking about a post-university career begins in the first week of university and we will be jump-starting this process. By the end of this module students will have a better understanding of the nature of Economics and of how to improve their chances of getting in to the profession of their choice after graduating.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10011,ECON10011,Semester 1,Level 1,10,No
1251,The University of Manchester,UOM,Geography,Geomorphology,Anna Hughes,,Assessment taskLengthWeighting within unit (if relevant)Virtual Field Trip Worksheets (x3) (10%): Short answer questions related to the virtual field trip (recommend completing alongside the associated lectures and consolidate at the end of each theme) Coursework essay (40%): 2000 words  Examination (50 %): Multiple data response short-answer questions and one essay~1500 words    2000 words 2 hours10%   40% 50% ,"Have you ever travelled to, or walked within, a new landscape and wondered why it looks the way it does? Have you stumbled up steep mountainous slopes, which are adjusting to the loss of the support of ice that once pushed back against them? Have you ever been to a desert, or sandy coastline, and trudged up a steep sand dune, where your feet slide backwards almost as much as they move upwards, and wondered how all that sand got (and stopped) there?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/GEOG21512,GEOG21512,Semester 2,Level 2,20,Yes
1252,The University of Manchester,UOM,Geography,Quaternary Climates and Landscapes,Abigail Stone,,Written exam50%Written assignment (inc essay)50%,"The Quaternary is a period of profound global change, including advances and retreats of ice sheets, expansions and contractions of desert regions and large, rapid changes to both ocean circulation and the biosphere. Understanding the Quaternary period provides the context for present day climate issues and a backdrop to human evolution. This course provides a general introduction to the Quaternary climate system and its impacts on the environments and landscapes of the last 2.58 million years. By exploring these timescales we gain critical insights into the nature and sensitivity of the global climate system to external forcing and internal interactions between the various ‘spheres’ (atmosphere, lithosphere, cryosphere, hydrosphere and biosphere). This course will also explore global and local archives of climate change and learn about the responses of different landscapes and environments.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/GEOG21431,GEOG21431,Semester 1,Level 2,20,Yes
1253,The University of Manchester,UOM,Economics,Adv Maths - BAEcon & BSc Econ,Ralf Becker,A Level Maths or very good AS level,30% Mid-Term Online Tests 70% Final Exam ,"This unit provides students with the essential mathematical toolkit required by economics students. At the core of the unit are constrained, multivariate optimisation problems. Such problems form a core element of many economics units and students who took Advanced Mathematics will be familiar with the required solution techniques.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10224/bsc-economics/course-details/ECON10071,ECON10071,Semester 1,Level 1,10,Yes
1254,The University of Manchester,UOM,"School of Environment, Education and Development",Creating a Sustainable World: Applying the Sustainable Development Goals,Jennifer O'Brien,Creating a Sustainable World: 21st Century Challenges and the Sustainable Development Goals,,"""The climate crisis has already been solved. We already have the facts and solutions. All we have to do is wake up and change."" - ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/UCIL20511,UCIL20511,Semester 1,Level 2,10,No
1255,The University of Manchester,UOM,Geography,North American Cities - Change and Continuity in the Metropolis,Kevin Ward,,"  Coursework essay  Unseen exam (seen exam if COVID19 necessitates) (students choose 2 questions out of 7) 2500 words  Normally 2-4 pages, so around 1200 to 1500 wordsOn-line through BB, with an option for one-to-one, face to face feedback or virtually if COVID 19 necessitates  On-line through BB, with an option for one-to-one, face to face feedback or virtually if COVID 19 necessitates  33%  67%","This course complicates our understanding of North American cities.  It takes us through the histories and geographies of the emergence of the first North American cities.  Both Canada and the US are examples of settler colonialism – where European settlers evicted through violence those on whose land the two nation’s cities were built.  And the labour of slaves from inside and outside of Canada and the US was used to build these cities.  On this basis were founded the two nations – problematic “origins” at best I think you would agree.  And “race” remains a central issue in both countries.  So, the course builds upon critical understandings of the two nations and their cities.  It troubles their representation on the television, in the movies and on vinyl (sorry, Spotify) – although, of course, vinyl is now hip again, with record shops to be found in hipster hangouts in many gentrifying North American cities.  Not all North American cities are like Chicago, Los Angeles or New York.  Not all Canadian cities are like Toronto or Vancouver.  In fact, most are not.  This course examines the changing ways in which North American cities have been governed and their changing position in American and Canadian societies, particularly with the emergence of suburbanization from the late 1940s and the gentrification-driven-renaissance of some of their downtown from the late 1980s.  It ends by considering social justice in the contemporary North American city and who has the right to it in light of the Black Lives Matter movement, and the continued presence of the COVID 19 global pandemic.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/GEOG20552,GEOG20552,Semester 2,Level 2,20,Yes
1256,The University of Manchester,UOM,"School of Environment, Education and Development",Moral Geographies,Ross Jones,," Coursework essay2,500 wordsWritten feedback via Turnitin provided before exam period begins.50%Exam2 hoursFeedback and grade provided during the summer.50%",This course takes a geographical approach to some of the world’s most complex moral issues.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/GEOG21432,GEOG21432,Semester 2,Level 2,20,Yes
1257,The University of Manchester,UOM,Geography,Biogeography,"
",,Written exam67%Written assignment (inc essay)33%,"Biogeography looks to explain the patterns of life we see today. Through this module we will explore the role and significance of physical and biological controls on the distribution of life. We will also look at the ways in which plants and animals live together in communities, and more broadly in biomes, as well as the geography of biodiversity. We will explore the role of evolution and plate tectonics as drivers of change in the patterns of life. We will consider the importance of historical biogeography and the influence of humans as agents of change. Finally the link between biogeography and conservation will be explored. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/GEOG20771,GEOG20771,Semester 1,Level 2,20,Yes
1258,The University of Manchester,UOM,Geography,Transport Geographies,Martin Dodge,,Written exam67%Written assignment (inc essay)33%,"The key modes of transportation chosen for consideration in this course are waterborne shipping, passenger railways, aeroplanes and private automobiles (there is limited coverage of buses, bikes or pedestrianism). The course will involve examination of the permanent way of the canals, the railways tracks, the tarmac road surface, runways and the invisible air routes. The focus will be on personal mobility, the mass of passengers, the means of moving human bodies. It will look critically at the spatial and social form of many key sites of transportation including: docks, airport terminals and train stations. The course will make extensive use Manchester and the wider region as a ‘living laboratory’ to explore the histories of these key modes of transportation, and their major sites and iconic facilities.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/GEOG20541,GEOG20541,Semester 2,Level 2,20,Yes
1259,The University of Manchester,UOM,Linguistics & English Language,Speech Community: Manchester English,Maciej Baranowski,Variationist Sociolinguistics,"Research paper - The research paper is a write-up of the projectconducted throughoutthe semester.The students will have the option to write the paperin pairs.90%Quantitative analysis assignment 10%Sociolinguistics interview; each student is to conduct two interviewsN/A (formative)Data coding: transcription of two interviews in Praat, forced-alignment in DARLA, and coding of linguistic variables using the Handcoder script, in Praat;N/A (formative)Group presentation of research articleN/A (formative)Statistics quiz on BlackboardN/A (formative) ",,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA30522,LELA30522,Semester 2,Level 3,20,No
1260,The University of Manchester,UOM,Geography,Climate Change: Science and Society,Gareth Clay,,Written exam50%Written assignment (inc essay)50%,"This unit introduces social and natural scientific approaches to understanding the phenomenon of anthropogenic climate change and its possible solutions. It begins with an overview of the physical science basis for climate change, including gradual changes over time as well as more abrupt changes and climate tipping points. It will outline the physical impacts threatened by climate change, and how human and natural systems might adapt to them. It then examines climate change mitigation strategies for reducing greenhouse gas emissions, including setting targets, transforming energy supply and demand, decarbonising different sectors, and exploring alternative low carbon pathways. It concludes with an examination of new, unconventional solutions to climate change including negative emissions technologies for removing greenhouse gases directly from the atmosphere, natural and nature-based solutions and solar geoengineering technologies for reflecting sunlight away from the Earth. The unit emphasises the importance of interdisciplinarity in understanding and responding to this complex and uncertain problem, and the special place for geography in facilitating this learning.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00232/ba-geography/course-details/GEOG20091,GEOG20091,Semester 1,Level 2,20,Yes
1261,The University of Manchester,UOM,Linguistics & English Language,Language Contact,Eva Schultze-Berndt,Aims,Contributions to discussion board in forms of questions and answers on key concepts and reading to be discussed in seminars (4 contributions)20%Annotated outline and preliminary bibliography for main coursework10%Main coursework: review essay of original research studies on any topic covered during the course70% ,,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00212/ba-english-language/course-details/LELA30291,LELA30291,Semester 1,Level 3,20,Yes
1262,The University of Manchester,UOM,Art History and Cultural Practices,Art History Tutorial 1,Emilia Terracciano,,Portfolio100%,"The Art History Tutorial (1 and 2) comprises two 20-credit course units taught in small groups. Each unit is divided into two sections of 5 or 6 teaching weeks in which students will be introduced to and explore a specific period or area of art history with a tutor whose research expertise lies in that area. Students who complete Art History Tutorial 1 and 2 will, therefore, explore four separate areas or periods of art history, with four different instructors, providing them with an introduction to the diversity of the subject area as well as sound basis for more detailed study in levels 2 and 3 of the degree programme.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00251/ba-history-of-art/course-details/AHCP10381,AHCP10381,Semester 1,Level 1,20,No
